ระยอง
นครปฐม	OYK	0	174517.53	45	798	12334
นครปฐม	BEA	32	116573.09	22354	722	11414
นครปฐม	SAC	0	64325.14	485	391	7779
นครปฐม	SAD	0	91751.67	149	309	6966
นครปฐม	BEV	0	38519.547	5792	436	5022
นครปฐม	BEU	0	50046.023	260	375	3778
นครปฐม	NPW	0	0	0	0	0
สงขลา
สงขลา	SBY	19	66128.39	32969	2057	73007
สงขลา	HYC	45	162765.1	15621	1630	70543
สงขลา	SLB	0	133008.36	50	1130	43107
สงขลา	HYA	0	121995.28	3890	1096	43064
สงขลา	HYB	0	110261.82	1354	1099	38567
สงขลา	HYD	0	159842.39	5420	1099	34405
สงขลา	RTP	0	122287.81	9	1270	33960
สงขลา	ROA	0	83011.92	1051	1303	32871
สงขลา	CHN	15	53491.004	32937	1053	32177
สงขลา	TUA	0	81904.78	748	782	23719
สงขลา	SLA	0	58570.895	0	645	22132
สงขลา	SHN	0	66635.15	629	496	21151
สงขลา	NJA	0	18188.613	0	501	17523
สงขลา	SQA	0	49398.754	4200	509	16484
สงขลา	DDA	0	35609.957	1361	596	13799
สงขลา	SLC	0	37784.78	28	338	12211
สงขลา	PAL	0	53504.78	39	389	10344
สงขลา	SQB	0	37043.355	639	238	6095
สงขลา	CLU	0	81759.79	8817	124	299
สงขลา	BLU	0	0	0	0	0
สงขลา	GOA	0	0	0	0	0
สงขลา	HYE	0	0	0	0	0
สุราษฎร์ธานี
สุราษฎร์ธานี	WSA	38	137997.4	17316	3316	94565
สุราษฎร์ธานี	BOA	0	187463.53	6	2720	75384
สุราษฎร์ธานี	CAY	27	95535.234	35681	2699	60082
สุราษฎร์ธานี	KCD	0	174433.75	202	2289	51431
สุราษฎร์ธานี	PPB	30	105921.805	32914	1720	41096
สุราษฎร์ธานี	PPA	0	149072.7	150	1670	37994
สุราษฎร์ธานี	BOB	0	103187.734	20	679	21446
สุราษฎร์ธานี	KFU	0	0	0	0	0
สุราษฎร์ธานี	QSA	0	0	0	0	0
นครสวรรค์
นครสวรรค์	LAA	21	74148.53	17339	2981	76625
นครสวรรค์	NSB	0	171733.17	73	2317	66663
นครสวรรค์	NSA	0	167887.06	46	1513	43949
นครสวรรค์	TKB	0	104171.01	1977	1573	41711
นครสวรรค์	NOB	0	63740.42	153	1313	39659
นครสวรรค์	TCA	0	70503.84	1924	1322	37312
