พิจิตร	6.1725516	7.572392	9.280197	11.372259	13.945495	17.12344	21.064093	25.970205	32.102848	39.799313	49.496857	61.76425	77.34384	97.207825	122.63372
พิษณุโลก	91.71542	112.515076	137.89066	168.97574	207.2104	254.4302	312.98276	385.88068	477.0031	591.36176	735.4536	917.72986	1149.2207	1444.3715	1822.1644
ภูเก็ต	85.79638	105.253685	128.99161	158.07056	193.83766	238.01004	292.78378	360.9771	446.21875	553.197	687.9896	858.5023	1075.0535	1351.1561	1704.5675
มหาสารคาม	13.451957	16.502655	20.224506	24.783775	30.391676	37.317432	45.905373	56.597355	69.96233	86.73538	107.86942	134.60399	168.55688	211.84682	267.25793
มุกดาหาร	4.7422013	5.8176603	7.12972	8.736994	10.71394	13.155468	16.182964	19.952196	24.663736	30.57672	38.027077	47.45178	59.42115	74.6821	94.21611
ยะลา	10.314354	12.653492	15.50724	19.003082	23.302967	28.613325	35.19817	43.3963	53.643967	66.50478	82.70941	103.20827	129.24182	162.4346	204.92136
ยโสธร	24.853088	30.48939	37.365677	45.789127	56.14997	68.94562	84.81222	104.56613	129.25853	160.2475	199.29358	248.68689	311.41638	391.39648	493.771
ระนอง	23.952871	29.385015	36.012234	44.130573	54.11613	66.448296	81.74018	100.77858	124.57658	154.44305	192.07483	239.67902	300.13635	377.21942	475.88577
ระยอง	200.52437	246.00023	301.48077	369.44446	453.0398	556.28	684.2979	843.6802	1042.908	1292.9388	1607.9778	2006.5021	2512.628	3157.9385	3983.9358
ราชบุรี	140.99281	172.96783	211.97736	259.764	318.5416	391.13193	481.14392	593.20886	733.29004	909.0919	1130.6023	1410.8129	1766.6803	2220.4114	2801.187
ร้อยเอ็ด	11.796978	14.472352	17.73631	21.734655	26.652622	32.72631	40.257687	49.634247	61.35495	76.06443	94.59837	118.043816	147.81952	185.78354	234.37749
ลพบุรี	74.70975	91.65277	112.323265	137.64462	168.78989	207.25429	254.95015	314.33148	388.55817	481.71265	599.0873	747.5662	936.13446	1176.559	1484.3024
ลำปาง	35.76254	43.872936	53.76762	65.88861	80.797424	99.20981	122.04117	150.46622	185.99753	230.58932	286.77496	357.84982	448.11487	563.2028	710.5154
ลำพูน	16.545998	20.298378	24.876282	30.484213	37.38197	45.900696	56.46392	69.615135	86.05415	106.68512	132.68015	165.56384	207.32614	260.57306	328.72913
ศรีสะเกษ	8.930975	10.956384	13.427382	16.454355	20.177532	24.775656	30.47733	37.575912	46.449142	57.585045	71.61629	89.36581	111.90769	140.64859	177.43695
สกลนคร	15.913021	19.52185	23.924623	29.31802	35.951897	44.144737	54.30386	66.951965	82.7621	102.60382	127.604385	159.2301	199.39476	250.60469	316.1534
สงขลา	177.71623	218.01956	267.18964	327.42297	401.50995	493.0074	606.46423	747.718	924.2852	1145.8771	1425.0828	1778.278	2226.836	2798.7473	3530.7937
สตูล	3.1834376	3.9053926	4.7861776	5.8651395	7.1922626	8.83126	10.863616	13.393899	16.556753	20.526134	25.527555	31.854353	39.889385	50.134052	63.247223
สมุทรสงคราม	11.66582	14.31145	17.539118	21.493011	26.3563	32.362465	39.81011	49.08242	60.672813	75.21876	93.546646	116.73142	146.17609	183.71803	231.77173
สมุทรสาคร	111.22527	136.44946	167.22298	204.92053	251.28853	308.553	379.56097	467.96588	578.472	717.15717	891.9005	1112.9508	1393.6847	1751.6204	2209.778
สระบุรี	98.97528	121.421364	148.80559	182.35126	223.61243	274.56998	337.75732	416.4256	514.7609	638.17175	793.66943	990.37396	1240.1887	1558.7025	1966.4001
สระแก้ว	68.407845	83.9217	102.8486	126.03406	154.55217	189.77203	233.44467	287.8171	355.78265	441.0794	548.5533	684.50775	857.1699	1077.3142	1359.0989
สิงห์บุรี	2.5163705	3.087045	3.7832677	4.636141	5.6851745	6.980731	8.587221	10.587301	13.087401	16.225027	20.178436	25.179497	31.530846	39.628815	49.994213
สุพรรณบุรี	42.704052	52.38868	64.203926	78.6776	96.48022	118.46645	145.72939	179.67174	222.09967	275.34674	342.43805	427.30853	535.09406	672.5206	848.42664
สุราษฎร์ธานี	149.99927	184.01682	225.51822	276.35745	338.8897	416.11703	511.8789	631.1025	780.1319	967.1638	1202.8241	1500.9343	1879.5343	2362.2493	2980.1245
สุรินทร์	12.832241	15.742397	19.292788	23.642015	28.991566	35.598263	43.790565	53.989983	66.73926	82.73959	102.90002	128.40295	160.79169	202.08731	254.94571
สุโขทัย	5.8297367	7.151832	8.764789	10.74066	13.170981	16.172428	19.894222	24.527857	30.3199	37.588917	46.747875	58.333958	73.04828	91.809044	115.82282
หนองคาย	5.969514	7.3233085	8.974937	10.998183	13.486776	16.560188	20.37122	25.115953	31.046871	38.490173	47.868732	59.73261	74.799736	94.010315	118.59986
หนองบัวลำภู	5.78125	7.092349	8.69189	10.651327	13.061436	16.03792	19.72876	24.323856	30.067726	37.276283	46.359066	57.848785	72.44073	91.045456	114.859505
อำนาจเจริญ	14.570554	17.874933	21.906275	26.84467	32.918896	40.420563	49.722633	61.30371	75.78006	93.947876	116.83932	145.797	182.57324	229.46295	289.48178
อุดรธานี	23.834114	29.239326	35.833687	43.911777	53.847828	66.11885	81.33492	100.27893	123.95894	153.67735	191.12256	238.49074	298.64832	375.34924	473.5264
อุตรดิตถ์	22.246943	27.29221	33.447433	40.987583	50.26197	61.715836	75.91863	93.60111	115.70421	143.4436	178.39523	222.60904	278.7606	350.3538	441.9931
อุทัยธานี	22.576496	27.6965	33.942905	41.594753	51.006523	62.63006	77.04324	94.987656	117.418175	145.56848	181.03786	225.90662	282.88995	355.5437	448.5405
อุบลราชธานี	91.11852	111.78281	136.99324	167.876	205.86182	252.77429	310.94577	383.36926	473.89862	587.51294	730.667	911.7569	1141.7411	1434.971	1810.305
อ่างทอง	13.973944	17.14302	21.009295	25.74548	31.570988	38.765488	47.68667	58.79354	72.67713	90.101036	112.05516	139.82712	175.0975	220.06726	277.62854
เชียงราย	88.35138	108.38812	132.83295	162.77786	199.6101	245.09793	301.50284	371.72696	459.5071	569.6712	708.4779	884.0684	1107.0684	1391.3933	1755.3292
เชียงใหม่	219.24518	268.96664	329.62683	403.93555	495.33527	608.2139	748.1835	922.44556	1140.2732	1413.6469	1758.0977	2193.828	2747.2053	3452.7615	4355.8735
เพชรบุรี	87.86312	107.78914	132.09888	161.87831	198.50702	243.74347	299.83667	369.6727	456.96774	566.523	704.5626	879.18274	1100.9503	1383.704	1745.6287
เพชรบูรณ์	48.0887	58.99448	72.29953	88.59822	108.645615	133.40414	164.10472	202.32693	250.1047	310.0658	385.6168	481.18878	602.5652	757.3201	955.40643
เลย	35.175396	43.152637	52.884872	64.80686	79.47091	97.58101	120.03753	147.9959	182.94386	226.80356	282.06677	351.97473	440.75784	553.9563	698.85034
แพร่	5.0687265	6.218236	7.620638	9.33858	11.451649	14.061289	17.297243	21.326006	26.36196	32.682083	40.645435	50.719078	63.512604	79.82435	100.703384
แม่ฮ่องสอน	9.117723	11.185484	13.708152	16.79842	20.59945	25.29372	31.114618	38.361637	47.42041	58.78917	73.11381	91.234474	114.24772	143.5896	181.14722
