ระยอง	1876.99	627.3862	105.3	72.84836	2390	48	19190	448961	13150.801883731632	11740.046819350797	15	1	0
===	SKK	สามโคก	ปทุมธานี	58.93	18.902887	12.43	12.43	100	2	14.108455657958984	100.57079315185547
===	TMS	ธรรมศาสตร์	ปทุมธานี	81.58001	16.102	9.049999	5.1321807	150	3	14.06714916229248	100.6057357788086
===	TYA	ธัญบุรี	ปทุมธานี	113.060005	43.33506	7.6000004	6.0575	100	2	13.997767448425293	100.67428588867188
บุรีรัมย์	361.99002	123.20204	124.81999	58.547394	525	11	8514	319579	3107.0724506999763	2774.144472379915	0	16	2
===	BRA	บุรีรัมย์ 1	บุรีรัมย์	95.9	33.142685	23.01	10.432417	100	2	15.022010803222656	103.1081314086914
===	BRB	บุรีรัมย์ 2	บุรีรัมย์	63.85	24.260609	23.929998	11.082508	50	1	14.955192565917969	103.07125854492188
===	NAR	นางรอง	บุรีรัมย์	26.939999	9.403747	15.21	10.6013775	50	1	14.624419212341309	102.8701171875
===	NOK	หนองกี่	บุรีรัมย์	79.71	27.709385	30.11	11.915009	100	2	14.69674301147461	102.50151824951172
===	PVA	ประโคนชัย	บุรีรัมย์	68.490005	23.129908	19.96	7.4912825	100	2	0	0
===	XTA	สตึก	บุรีรัมย์	27.099998	5.5557213	12.6	7.0247993	50	1	15.271493911743164	103.27079772949219
ปราจีนบุรี	656.73	182.2277	168.51	61.898895	1050	21	9951	213055	4930.014335310094	4404.237977639834	3	19	0
===	BSG	บ้านสร้าง	ปราจีนบุรี	71.46999	14.951572	31.720001	10.737015	100	2	14.008354187011719	101.24504852294922
===	KBI	กบินทร์บุรี 1	ปราจีนบุรี	67.78	15.635085	13.91	4.3848667	100	2	14.073310852050781	101.8272705078125
===	KBJ	กบินทร์บุรี 2	ปราจีนบุรี	103.520004	35.035034	10.87	3.9210167	100	2	14.022639274597168	101.78206634521484
===	KBK	กบินทร์บุรี 3	ปราจีนบุรี	31.869999	4.5421643	8.7699995	5.377773	50	1	14.059754371643066	101.84146881103516
===	KBL	กบินทร์บุรี 4	ปราจีนบุรี	38.699997	11.327345	9.700001	7.1609583	100	2	13.914490699768066	101.6520767211914
===	NSI	นนทรี	ปราจีนบุรี	56.769997	12.255537	35.19	10.5214	100	2	14.010519027709961	101.70252227783203
===	PAA	ปราจีนบุรี 1	ปราจีนบุรี	85.61	28.98145	14.559999	6.942181	100	2	14.147168159484863	101.31787109375
===	PAB	ปราจีนบุรี 2	ปราจีนบุรี	41.49	10.286957	9.01	1.2534748	100	2	13.840703010559082	101.54470825195313
===	PCK	ประจันตคาม	ปราจีนบุรี	38.489998	8.532904	9.25	2.7786431	50	1	14.098499298095703	101.50873565673828
===	SMP	ศรีมหาโพธิ 1	ปราจีนบุรี	85.990005	33.550686	22.32	6.478484	100	2	13.948698997497559	101.51290130615234
===	SMQ	ศรีมหาโพธิ 2	ปราจีนบุรี	35.04	7.1289716	3.2099998	2.343077	100	2	13.826959609985352	101.52780151367188
เพชรบุรี	454.18	142.09898	88.340004	35.962055	725	16	9019	224932	4275.862398289968	3816.9514237098583	0	19	2
===	CAA	ชะอำ 1	เพชรบุรี	56.81	17.058548	6.92	1.5519829	100	2	12.814993858337402	99.95703125
===	CAB	ชะอำ 2	เพชรบุรี	60.13	20.879862	10.8	4.579329	100	2	12.717710494995117	99.92787170410156
===	CAC	ชะอำ 3	เพชรบุรี	14.08	6.528919	0	0	100	2	12.751605033874512	99.959716796875
===	CAU	ชะอำ 3 (ช)	เพชรบุรี	33.67	5.850369	0	0	25	1	12.752073287963867	99.95918273925781
===	KHY	เขาย้อย 1	เพชรบุรี	68.06	17.455572	27.11	12.628871	100	2	13.218226432800293	99.81810760498047
===	KHZ	เขาย้อย 2	เพชรบุรี	77.76	12.977156	27.189999	8.845857	100	2	13.286275863647461	99.78687286376953
===	PBA	เพชรบุรี 1	เพชรบุรี	100.60999	41.76876	1.99	1.99	100	2	13.089743614196777	99.94212341308594
===	PBB	เพชรบุรี 2	เพชรบุรี	43.06	19.579792	14.33	6.366013	50	1	13.012742042541504	100.04998016357422
เชียงใหม่	949.92993	328.08032	81.9	60.05732	1690	43	23371	700887	14805.452538331858	13172.788221601297	0	4	0
===	CDO	เชียงดาว	เชียงใหม่	28.53	9.781777	5.02	3.082581	50	1	19.344127655029297	98.96035766601563
===	CMA	เชียงใหม่ 1	เชียงใหม่	102.96	32.78582	2.47	2.47	100	2	18.767854690551758	99.00886535644531
===	CMB	เชียงใหม่ 2	เชียงใหม่	99.49	36.934723	0	0	100	2	18.811601638793945	98.99935913085938
===	CMC	เชียงใหม่ 3	เชียงใหม่	98.14	31.778532	0	0	100	2	18.717912673950195	98.94290161132813
===	CMD	เชียงใหม่ 4	เชียงใหม่	91.53	29.04545	6.09	5.79	100	2	18.79713249206543	98.96109771728516
===	CME	เชียงใหม่ 5	เชียงใหม่	22.96	12.200116	0	0	100	2	18.80178451538086	99.01304626464844
